,DATETIMEDATA,PM25,PM10,O3,CO,NO2,SO2,WS,TEMP,RH,WD
0,2024-01-01 00:00:00,30.3,47.0,6.0,0.5,9.0,0.0,0,25,92,232
1,2024-01-01 01:00:00,37.7,65.0,5.0,0.41,5.0,0.0,0,25,93,272
2,2024-01-01 02:00:00,50.9,78.0,9.0,0.29,2.0,0.0,0,25,94,248
3,2024-01-01 03:00:00,45.1,66.0,9.0,,2.0,,0,25,93,269
4,2024-01-01 04:00:00,38.1,59.0,6.0,0.31,,0.0,0,25,93,272
5,2024-01-01 05:00:00,36.0,50.0,,0.41,4.0,0.0,0,24,94,260
6,2024-01-01 06:00:00,36.0,52.0,2.0,0.43,5.0,0.0,0,25,94,244
7,2024-01-01 07:00:00,34.9,58.0,4.0,0.5,6.0,0.0,0,25,92,313
8,2024-01-01 08:00:00,30.4,52.0,16.0,0.28,4.0,0.0,0,29,78,114
9,2024-01-01 09:00:00,25.8,54.0,21.0,0.19,3.0,0.0,1,30,72,145
10,2024-01-01 10:00:00,19.7,44.0,23.0,0.18,3.0,0.0,1,31,67,107
11,2024-01-01 11:00:00,14.1,41.0,27.0,0.18,3.0,0.0,1,32,60,91
12,2024-01-01 12:00:00,10.2,35.0,28.0,0.17,2.0,0.0,1,32,60,91
13,2024-01-01 13:00:00,7.4,30.0,26.0,0.17,2.0,0.0,1,32,61,90
14,2024-01-01 14:00:00,5.5,36.0,24.0,0.17,3.0,1.0,1,32,61,115
15,2024-01-01 15:00:00,4.2,28.0,24.0,0.16,2.0,0.0,1,31,63,138
16,2024-01-01 16:00:00,3.4,24.0,23.0,0.18,4.0,1.0,1,31,64,130
17,2024-01-01 17:00:00,2.9,30.0,20.0,0.23,6.0,1.0,1,30,70,128
18,2024-01-01 18:00:00,8.0,38.0,15.0,0.25,8.0,0.0,1,28,79,137
19,2024-01-01 19:00:00,7.4,37.0,13.0,0.33,10.0,0.0,0,27,81,140
20,2024-01-01 20:00:00,13.3,34.0,4.0,0.44,10.0,0.0,0,26,89,265
21,2024-01-01 21:00:00,17.9,38.0,5.0,0.41,10.0,0.0,0,26,89,292
22,2024-01-01 22:00:00,24.6,49.0,6.0,0.38,7.0,0.0,0,26,90,244
23,2024-01-01 23:00:00,33.4,65.0,5.0,0.33,5.0,0.0,0,25,91,290
24,2024-01-02 00:00:00,35.9,75.0,4.0,0.35,5.0,0.0,0,25,93,267
25,2024-01-02 01:00:00,30.7,63.0,1.0,0.37,4.0,0.0,0,25,93,252
26,2024-01-02 02:00:00,27.8,59.0,2.0,,3.0,,0,24,94,244
27,2024-01-02 03:00:00,25.4,52.0,2.0,0.33,,0.0,0,24,93,328
28,2024-01-02 04:00:00,22.7,44.0,,0.35,5.0,0.0,0,24,94,260
29,2024-01-02 05:00:00,16.4,40.0,1.0,0.35,5.0,0.0,0,24,94,262
30,2024-01-02 06:00:00,12.4,39.0,1.0,0.5,6.0,0.0,0,24,94,255
31,2024-01-02 07:00:00,16.5,58.0,1.0,0.66,11.0,0.0,0,25,91,258
32,2024-01-02 08:00:00,13.6,47.0,6.0,0.43,8.0,0.0,0,27,83,285
33,2024-01-02 09:00:00,9.9,45.0,21.0,0.22,4.0,0.0,1,30,69,161
34,2024-01-02 10:00:00,7.2,42.0,27.0,0.21,3.0,0.0,1,31,64,121
35,2024-01-02 11:00:00,5.3,42.0,27.0,0.21,3.0,0.0,1,32,62,116
36,2024-01-02 12:00:00,4.1,32.0,32.0,0.19,2.0,0.0,2,33,55,76
37,2024-01-02 13:00:00,3.3,30.0,32.0,0.25,3.0,0.0,1,33,54,84
38,2024-01-02 14:00:00,3.8,26.0,30.0,0.24,3.0,0.0,2,33,55,77
39,2024-01-02 15:00:00,5.4,35.0,29.0,0.22,5.0,0.0,1,33,54,85
40,2024-01-02 16:00:00,4.1,30.0,27.0,0.28,9.0,0.0,1,33,56,85
41,2024-01-02 17:00:00,5.9,37.0,27.0,0.31,7.0,0.0,1,31,61,76
42,2024-01-02 18:00:00,7.9,42.0,21.0,0.32,8.0,0.0,1,29,72,132
43,2024-01-02 19:00:00,9.4,43.0,18.0,0.38,12.0,0.0,0,28,75,121
44,2024-01-02 20:00:00,15.6,34.0,17.0,0.38,11.0,0.0,0,27,80,145
45,2024-01-02 21:00:00,20.2,41.0,6.0,0.5,11.0,0.0,0,26,87,227
46,2024-01-02 22:00:00,21.3,44.0,6.0,0.51,9.0,0.0,0,26,88,243
47,2024-01-02 23:00:00,23.9,49.0,4.0,0.49,7.0,0.0,0,26,90,241
48,2024-01-03 00:00:00,24.7,47.0,5.0,0.41,5.0,0.0,0,25,91,283
49,2024-01-03 01:00:00,22.2,44.0,4.0,,3.0,,0,25,92,222
50,2024-01-03 02:00:00,25.4,51.0,5.0,0.33,,0.0,0,24,93,225
51,2024-01-03 03:00:00,22.3,43.0,,0.31,3.0,0.0,0,24,93,272
52,2024-01-03 04:00:00,20.9,44.0,4.0,0.33,4.0,0.0,0,24,93,311
53,2024-01-03 05:00:00,13.7,42.0,2.0,0.37,4.0,0.0,0,24,93,250
54,2024-01-03 06:00:00,12.4,41.0,1.0,0.49,6.0,0.0,0,24,93,282
55,2024-01-03 07:00:00,6.9,37.0,2.0,0.72,12.0,0.0,0,25,91,258
56,2024-01-03 08:00:00,13.4,49.0,14.0,0.84,8.0,,1,27,82,264
57,2024-01-03 09:00:00,9.7,53.0,29.0,0.28,4.0,0.0,0,30,67,84
58,2024-01-03 10:00:00,7.1,44.0,34.0,0.25,4.0,0.0,1,32,60,75
59,2024-01-03 11:00:00,5.3,39.0,34.0,0.23,4.0,0.0,1,32,58,85
60,2024-01-03 12:00:00,7.4,40.0,34.0,0.22,3.0,0.0,1,32,58,81
61,2024-01-03 13:00:00,6.1,32.0,32.0,0.24,3.0,0.0,1,33,55,115
62,2024-01-03 14:00:00,5.6,32.0,30.0,0.27,6.0,0.0,1,32,55,128
63,2024-01-03 15:00:00,5.2,34.0,28.0,0.25,7.0,0.0,1,33,54,116
64,2024-01-03 16:00:00,6.7,39.0,24.0,0.29,9.0,0.0,1,33,56,102
65,2024-01-03 17:00:00,9.8,31.0,21.0,0.32,9.0,0.0,1,31,64,106
66,2024-01-03 18:00:00,11.8,32.0,17.0,0.39,11.0,0.0,1,29,70,124
67,2024-01-03 19:00:00,17.9,33.0,18.0,0.35,11.0,0.0,0,28,74,135
68,2024-01-03 20:00:00,19.1,34.0,6.0,0.53,15.0,0.0,0,27,84,232
69,2024-01-03 21:00:00,,38.0,2.0,0.73,13.0,0.0,0,26,88,244
70,2024-01-03 22:00:00,23.6,48.0,2.0,0.69,10.0,0.0,0,26,89,244
71,2024-01-03 23:00:00,24.5,57.0,4.0,0.55,7.0,0.0,0,25,90,242
72,2024-01-04 00:00:00,32.7,63.0,6.0,,4.0,,0,25,90,258
73,2024-01-04 01:00:00,25.8,51.0,5.0,0.35,,0.0,0,25,90,231
74,2024-01-04 02:00:00,23.5,51.0,,0.3,2.0,0.0,0,25,91,275
75,2024-01-04 03:00:00,19.6,40.0,5.0,0.28,2.0,0.0,0,25,91,237
76,2024-01-04 04:00:00,18.8,40.0,3.0,0.3,3.0,0.0,0,24,92,289
77,2024-01-04 05:00:00,21.5,49.0,4.0,0.29,4.0,0.0,0,24,92,294
78,2024-01-04 06:00:00,28.8,42.0,1.0,0.49,7.0,0.0,0,24,93,279
79,2024-01-04 07:00:00,18.5,47.0,1.0,0.81,15.0,0.0,0,25,90,271
80,2024-01-04 08:00:00,20.7,57.0,10.0,0.46,9.0,0.0,0,28,80,269
81,2024-01-04 09:00:00,24.6,54.0,29.0,0.37,8.0,0.0,0,30,68,12
82,2024-01-04 10:00:00,9.9,47.0,36.0,0.27,4.0,0.0,1,31,61,70
83,2024-01-04 11:00:00,6.4,39.0,32.0,0.29,6.0,0.0,1,31,63,101
84,2024-01-04 12:00:00,3.5,42.0,35.0,0.26,3.0,0.0,1,33,58,78
85,2024-01-04 13:00:00,4.2,37.0,30.0,0.28,4.0,1.0,1,32,62,103
86,2024-01-04 14:00:00,17.4,38.0,26.0,0.29,6.0,1.0,1,31,63,95
87,2024-01-04 15:00:00,16.3,42.0,28.0,0.29,5.0,1.0,1,32,61,98
88,2024-01-04 16:00:00,12.1,43.0,23.0,0.35,11.0,1.0,1,31,64,94
89,2024-01-04 17:00:00,23.1,50.0,24.0,0.39,9.0,0.0,1,30,67,115
90,2024-01-04 18:00:00,14.9,40.0,21.0,0.4,10.0,1.0,0,29,73,119
91,2024-01-04 19:00:00,22.1,45.0,23.0,0.37,9.0,0.0,0,28,76,143
92,2024-01-04 20:00:00,20.3,46.0,13.0,0.46,12.0,0.0,0,27,84,155
93,2024-01-04 21:00:00,19.0,37.0,12.0,0.46,10.0,0.0,0,27,85,206
94,2024-01-04 22:00:00,26.7,51.0,16.0,0.38,6.0,0.0,0,27,85,137
95,2024-01-04 23:00:00,18.2,54.0,25.0,,3.0,,0,26,85,237
96,2024-01-05 00:00:00,24.4,42.0,15.0,0.35,,0.0,0,26,90,298
97,2024-01-05 01:00:00,25.1,48.0,,0.42,5.0,1.0,0,26,90,296
98,2024-01-05 02:00:00,30.6,43.0,6.0,0.44,6.0,1.0,0,26,91,268
99,2024-01-05 03:00:00,36.2,57.0,13.0,0.33,2.0,1.0,1,25,93,184
100,2024-01-05 04:00:00,24.1,46.0,23.0,0.24,2.0,1.0,1,24,94,246
101,2024-01-05 05:00:00,20.7,41.0,19.0,0.32,4.0,1.0,1,24,94,344
102,2024-01-05 06:00:00,17.5,34.0,22.0,0.35,7.0,1.0,0,25,95,19
103,2024-01-05 07:00:00,15.3,28.0,9.0,0.76,25.0,1.0,1,25,95,319
104,2024-01-05 08:00:00,19.1,34.0,16.0,0.54,15.0,0.0,1,26,88,334
105,2024-01-05 09:00:00,20.1,35.0,25.0,0.48,9.0,0.0,1,28,81,344
106,2024-01-05 10:00:00,17.2,35.0,31.0,0.34,11.0,1.0,1,30,71,58
107,2024-01-05 11:00:00,19.7,38.0,38.0,0.28,4.0,0.0,1,31,67,72
108,2024-01-05 12:00:00,11.9,34.0,38.0,0.28,4.0,1.0,1,30,70,73
109,2024-01-05 13:00:00,12.5,39.0,34.0,0.3,5.0,1.0,1,30,70,83
110,2024-01-05 14:00:00,15.1,43.0,33.0,0.31,5.0,1.0,1,31,64,97
111,2024-01-05 15:00:00,12.8,42.0,32.0,0.36,9.0,1.0,1,31,62,106
112,2024-01-05 16:00:00,11.4,40.0,25.0,0.44,20.0,1.0,1,26,79,77
113,2024-01-05 17:00:00,16.7,53.0,10.0,0.71,32.0,1.0,0,27,78,345
114,2024-01-05 18:00:00,22.0,61.0,9.0,0.65,24.0,1.0,0,26,82,337
115,2024-01-05 19:00:00,30.0,65.0,18.0,0.55,16.0,1.0,0,25,87,57
116,2024-01-05 20:00:00,28.4,61.0,32.0,0.31,7.0,0.0,1,25,95,82
117,2024-01-05 21:00:00,24.2,47.0,28.0,0.3,7.0,0.0,1,25,92,309
118,2024-01-05 22:00:00,14.3,40.0,27.0,,5.0,,1,25,92,323
119,2024-01-05 23:00:00,11.8,39.0,22.0,0.32,,1.0,0,25,92,326
120,2024-01-06 00:00:00,12.2,33.0,,0.32,6.0,0.0,1,25,92,347
121,2024-01-06 01:00:00,13.4,36.0,15.0,0.29,3.0,0.0,1,25,90,347
122,2024-01-06 02:00:00,15.9,46.0,12.0,0.35,6.0,0.0,0,25,91,334
123,2024-01-06 03:00:00,23.0,42.0,7.0,0.42,8.0,0.0,0,25,91,317
124,2024-01-06 04:00:00,22.3,40.0,7.0,0.37,4.0,0.0,0,24,93,220
125,2024-01-06 05:00:00,15.3,45.0,5.0,0.4,4.0,0.0,0,24,94,194
126,2024-01-06 06:00:00,23.8,44.0,3.0,0.56,10.0,0.0,0,24,95,320
127,2024-01-06 07:00:00,18.9,48.0,4.0,0.71,14.0,0.0,1,25,92,292
128,2024-01-06 08:00:00,30.3,51.0,20.0,0.59,16.0,0.0,1,27,83,269
129,2024-01-06 09:00:00,23.1,59.0,40.0,0.42,9.0,0.0,1,30,70,69
130,2024-01-06 10:00:00,12.5,62.0,45.0,0.36,8.0,0.0,2,30,68,62
131,2024-01-06 11:00:00,23.8,57.0,46.0,0.36,9.0,0.0,2,31,64,60
132,2024-01-06 12:00:00,26.6,54.0,44.0,0.39,12.0,0.0,2,32,60,64
133,2024-01-06 13:00:00,27.6,57.0,43.0,0.35,9.0,0.0,2,32,59,77
134,2024-01-06 14:00:00,23.4,48.0,44.0,0.33,4.0,0.0,2,32,59,94
135,2024-01-06 15:00:00,24.5,53.0,36.0,0.36,7.0,0.0,1,29,70,114
136,2024-01-06 16:00:00,29.4,63.0,36.0,0.37,7.0,0.0,1,31,66,72
137,2024-01-06 17:00:00,28.3,61.0,34.0,0.45,9.0,0.0,1,30,71,69
138,2024-01-06 18:00:00,30.6,69.0,28.0,0.58,17.0,0.0,0,28,76,68
139,2024-01-06 19:00:00,31.5,72.0,16.0,0.77,15.0,0.0,0,27,84,347
140,2024-01-06 20:00:00,34.4,79.0,10.0,0.77,18.0,0.0,0,27,84,334
141,2024-01-06 21:00:00,35.3,81.0,6.0,,14.0,,0,26,90,292
142,2024-01-06 22:00:00,36.9,85.0,5.0,0.79,,0.0,0,26,91,306
143,2024-01-06 23:00:00,36.3,82.0,,0.71,11.0,0.0,0,25,92,327
144,2024-01-07 00:00:00,33.9,78.0,6.0,0.62,10.0,0.0,0,25,92,322
145,2024-01-07 01:00:00,32.3,74.0,2.0,0.6,8.0,0.0,0,25,94,246
146,2024-01-07 02:00:00,30.0,69.0,1.0,0.56,7.0,0.0,0,24,95,293
147,2024-01-07 03:00:00,31.1,69.0,3.0,0.42,7.0,0.0,1,25,89,348
148,2024-01-07 04:00:00,26.6,59.0,5.0,0.36,8.0,0.0,1,25,86,334
149,2024-01-07 05:00:00,23.4,52.0,7.0,0.38,8.0,0.0,0,25,83,349
150,2024-01-07 06:00:00,21.6,49.0,5.0,0.43,9.0,0.0,0,25,88,350
151,2024-01-07 07:00:00,18.8,40.0,7.0,0.55,11.0,0.0,1,25,87,6
152,2024-01-07 08:00:00,19.8,42.0,12.0,0.56,8.0,0.0,1,27,84,360
153,2024-01-07 09:00:00,30.6,64.0,30.0,0.35,6.0,0.0,2,29,77,358
154,2024-01-07 10:00:00,30.3,62.0,44.0,0.38,8.0,0.0,2,30,72,33
155,2024-01-07 11:00:00,26.7,54.0,45.0,0.34,7.0,0.0,2,30,70,50
156,2024-01-07 12:00:00,27.2,55.0,45.0,0.33,9.0,0.0,2,31,66,49
157,2024-01-07 13:00:00,24.0,48.0,44.0,0.32,5.0,0.0,2,30,68,58
158,2024-01-07 14:00:00,24.7,50.0,40.0,0.32,5.0,0.0,2,30,68,53
159,2024-01-07 15:00:00,23.7,48.0,39.0,0.32,5.0,0.0,2,30,68,59
160,2024-01-07 16:00:00,20.3,41.0,36.0,0.36,7.0,0.0,2,30,70,55
161,2024-01-07 17:00:00,23.5,50.0,32.0,0.38,8.0,0.0,1,28,76,88
162,2024-01-07 18:00:00,26.0,55.0,24.0,0.35,6.0,0.0,2,26,88,211
163,2024-01-07 19:00:00,19.0,41.0,20.0,0.4,7.0,0.0,1,26,94,228
164,2024-01-07 20:00:00,17.4,38.0,19.0,,7.0,,1,25,96,195
165,2024-01-07 21:00:00,17.5,38.0,28.0,0.33,,0.0,1,25,98,276
166,2024-01-07 22:00:00,13.8,31.0,,0.32,4.0,0.0,0,24,98,285
167,2024-01-07 23:00:00,14.9,34.0,19.0,0.32,4.0,0.0,0,24,98,271
168,2024-01-08 00:00:00,12.2,28.0,14.0,0.38,4.0,0.0,0,24,98,233
169,2024-01-08 01:00:00,14.9,34.0,11.0,0.36,3.0,0.0,0,24,99,220
170,2024-01-08 02:00:00,12.6,28.0,10.0,0.36,2.0,0.0,0,24,99,215
171,2024-01-08 03:00:00,17.4,39.0,9.0,0.31,2.0,0.0,0,24,98,248
172,2024-01-08 04:00:00,15.5,36.0,9.0,0.4,5.0,0.0,0,24,98,323
173,2024-01-08 05:00:00,15.2,35.0,5.0,0.52,7.0,0.0,0,24,97,291
174,2024-01-08 06:00:00,17.8,41.0,4.0,0.65,11.0,0.0,0,24,97,324
175,2024-01-08 07:00:00,20.2,46.0,3.0,1.34,24.0,0.0,0,25,96,320
176,2024-01-08 08:00:00,25.6,57.0,9.0,0.9,21.0,0.0,0,28,85,345
177,2024-01-08 09:00:00,26.1,56.0,21.0,0.3,6.0,0.0,1,31,69,96
178,2024-01-08 10:00:00,28.9,61.0,24.0,0.2,3.0,0.0,1,31,64,104
179,2024-01-08 11:00:00,24.4,49.0,25.0,0.18,3.0,0.0,2,32,59,98
180,2024-01-08 12:00:00,21.8,43.0,26.0,0.17,2.0,0.0,2,32,59,83
181,2024-01-08 13:00:00,20.7,39.0,25.0,0.19,3.0,0.0,2,31,64,68
182,2024-01-08 14:00:00,21.5,43.0,21.0,0.24,6.0,0.0,1,29,78,66
183,2024-01-08 15:00:00,22.3,46.0,19.0,0.28,10.0,0.0,1,29,79,62
184,2024-01-08 16:00:00,17.8,36.0,16.0,0.26,8.0,0.0,1,31,66,97
185,2024-01-08 17:00:00,18.4,39.0,16.0,0.29,8.0,0.0,1,30,69,97
186,2024-01-08 18:00:00,21.0,47.0,12.0,0.42,12.0,0.0,0,28,76,99
187,2024-01-08 19:00:00,22.4,51.0,11.0,,12.0,,0,26,85,77
188,2024-01-08 20:00:00,21.5,49.0,1.0,0.56,,0.0,0,26,91,337
189,2024-01-08 21:00:00,22.2,51.0,,0.73,14.0,0.0,0,26,91,334
190,2024-01-08 22:00:00,24.9,57.0,1.0,0.71,10.0,0.0,0,25,93,223
191,2024-01-08 23:00:00,28.4,65.0,1.0,0.64,11.0,0.0,0,25,93,208
192,2024-01-09 00:00:00,29.5,68.0,1.0,0.59,7.0,0.0,0,25,94,236
193,2024-01-09 01:00:00,28.2,65.0,1.0,0.38,5.0,0.0,0,25,94,290
194,2024-01-09 02:00:00,25.3,58.0,0.0,0.41,4.0,0.0,0,24,95,258
195,2024-01-09 03:00:00,23.0,53.0,1.0,0.36,3.0,0.0,0,24,96,247
196,2024-01-09 04:00:00,24.3,56.0,2.0,0.36,3.0,0.0,0,24,96,257
197,2024-01-09 05:00:00,24.9,57.0,2.0,0.45,5.0,0.0,0,24,95,310
198,2024-01-09 06:00:00,24.3,56.0,1.0,0.82,9.0,0.0,0,24,95,63
199,2024-01-09 07:00:00,26.5,61.0,1.0,1.25,17.0,1.0,0,24,93,262
200,2024-01-09 08:00:00,29.8,67.0,3.0,0.66,14.0,0.0,0,26,87,269
201,2024-01-09 09:00:00,34.8,78.0,15.0,0.41,14.0,0.0,0,29,77,187
202,2024-01-09 10:00:00,31.4,69.0,24.0,0.25,6.0,0.0,1,29,74,125
203,2024-01-09 11:00:00,28.8,63.0,28.0,0.19,4.0,0.0,1,30,71,96
204,2024-01-09 12:00:00,24.1,51.0,34.0,0.18,6.0,0.0,1,31,64,74
205,2024-01-09 13:00:00,20.0,40.0,33.0,0.19,5.0,0.0,2,32,59,60
206,2024-01-09 14:00:00,20.4,41.0,35.0,0.19,3.0,1.0,2,33,58,70
207,2024-01-09 15:00:00,20.4,42.0,32.0,0.21,6.0,1.0,1,33,58,63
208,2024-01-09 16:00:00,21.0,42.0,31.0,0.26,9.0,1.0,2,32,60,59
209,2024-01-09 17:00:00,20.9,42.0,24.0,0.37,14.0,1.0,2,30,70,48
210,2024-01-09 18:00:00,24.1,52.0,24.0,,10.0,,1,29,75,89
211,2024-01-09 19:00:00,17.0,36.0,25.0,0.3,,1.0,1,27,89,68
212,2024-01-09 20:00:00,17.0,38.0,,0.32,10.0,0.0,0,26,93,46
213,2024-01-09 21:00:00,16.0,36.0,14.0,0.34,9.0,0.0,0,26,95,290
214,2024-01-09 22:00:00,14.4,32.0,12.0,0.34,6.0,0.0,0,25,96,274
215,2024-01-09 23:00:00,12.1,27.0,11.0,0.31,4.0,0.0,0,25,95,281
216,2024-01-10 00:00:00,11.0,25.0,7.0,0.31,5.0,0.0,0,25,96,2
217,2024-01-10 01:00:00,13.3,30.0,5.0,0.4,8.0,0.0,0,25,94,0
218,2024-01-10 02:00:00,21.3,48.0,5.0,0.39,7.0,0.0,0,25,94,267
219,2024-01-10 03:00:00,14.6,33.0,4.0,0.32,4.0,0.0,0,24,96,300
220,2024-01-10 04:00:00,12.0,27.0,2.0,0.45,7.0,0.0,0,24,96,302
221,2024-01-10 05:00:00,13.6,31.0,1.0,0.66,11.0,0.0,0,24,96,332
222,2024-01-10 06:00:00,18.3,41.0,3.0,0.59,12.0,0.0,0,24,95,355
223,2024-01-10 07:00:00,19.8,42.0,6.0,0.57,13.0,0.0,1,25,91,348
224,2024-01-10 08:00:00,20.9,43.0,18.0,0.35,8.0,0.0,1,28,81,351
225,2024-01-10 09:00:00,21.8,45.0,25.0,0.23,5.0,0.0,1,30,73,24
226,2024-01-10 10:00:00,19.8,40.0,28.0,0.18,4.0,0.0,2,31,64,61
227,2024-01-10 11:00:00,17.3,32.0,31.0,0.16,4.0,0.0,2,32,61,60
228,2024-01-10 12:00:00,14.2,27.0,31.0,0.15,3.0,0.0,2,31,61,76
229,2024-01-10 13:00:00,14.5,29.0,24.0,0.17,4.0,0.0,1,31,65,120
230,2024-01-10 14:00:00,15.3,32.0,17.0,0.17,4.0,0.0,1,28,82,91
231,2024-01-10 15:00:00,13.6,28.0,16.0,0.18,6.0,0.0,1,30,73,84
232,2024-01-10 16:00:00,13.6,27.0,13.0,0.24,10.0,0.0,1,30,72,68
233,2024-01-10 17:00:00,15.3,33.0,12.0,,10.0,,1,29,75,72
234,2024-01-10 18:00:00,12.4,27.0,11.0,0.37,,0.0,0,28,79,82
235,2024-01-10 19:00:00,15.4,35.0,,0.5,14.0,0.0,0,27,86,71
236,2024-01-10 20:00:00,20.8,48.0,2.0,0.47,12.0,0.0,0,26,90,174
237,2024-01-10 21:00:00,15.9,37.0,1.0,0.55,10.0,0.0,0,26,93,244
238,2024-01-10 22:00:00,15.9,37.0,1.0,0.53,9.0,0.0,0,26,93,260
239,2024-01-10 23:00:00,16.7,38.0,2.0,0.41,7.0,0.0,0,26,93,218
240,2024-01-11 00:00:00,17.1,39.0,1.0,0.43,5.0,0.0,0,25,94,227
241,2024-01-11 01:00:00,20.7,47.0,1.0,0.36,4.0,0.0,0,25,95,255
242,2024-01-11 02:00:00,18.9,43.0,2.0,0.27,3.0,0.0,0,25,94,243
243,2024-01-11 03:00:00,18.3,42.0,2.0,0.29,4.0,0.0,0,25,95,292
244,2024-01-11 04:00:00,16.1,37.0,3.0,0.26,3.0,0.0,0,24,95,255
245,2024-01-11 05:00:00,15.2,35.0,3.0,0.3,4.0,0.0,0,24,94,257
246,2024-01-11 06:00:00,13.7,31.0,2.0,0.48,6.0,0.0,0,24,95,289
247,2024-01-11 07:00:00,13.5,31.0,1.0,0.92,15.0,0.0,0,25,92,307
248,2024-01-11 08:00:00,26.9,61.0,5.0,0.53,11.0,0.0,0,28,81,290
249,2024-01-11 09:00:00,27.0,59.0,14.0,0.18,5.0,0.0,0,30,69,80
250,2024-01-11 10:00:00,23.9,50.0,19.0,0.15,3.0,0.0,1,32,63,72
251,2024-01-11 11:00:00,19.6,39.0,18.0,0.12,2.0,0.0,1,32,59,96
252,2024-01-11 12:00:00,18.4,36.0,19.0,0.1,3.0,0.0,2,33,56,90
253,2024-01-11 13:00:00,14.6,27.0,20.0,0.11,2.0,0.0,2,33,55,83
254,2024-01-11 14:00:00,13.6,25.0,19.0,0.12,3.0,0.0,1,33,55,100
255,2024-01-11 15:00:00,12.2,23.0,17.0,0.15,5.0,0.0,1,33,56,119
256,2024-01-11 16:00:00,11.8,22.0,17.0,,9.0,,1,32,58,122
257,2024-01-11 17:00:00,13.2,26.0,15.0,0.22,,0.0,1,31,64,120
258,2024-01-11 18:00:00,19.9,44.0,,0.26,12.0,0.0,1,29,73,127
259,2024-01-11 19:00:00,23.3,53.0,10.0,0.31,11.0,0.0,0,28,77,140
260,2024-01-11 20:00:00,20.4,47.0,4.0,0.42,12.0,0.0,0,26,85,229
261,2024-01-11 21:00:00,22.3,51.0,2.0,0.54,10.0,0.0,0,26,88,261
262,2024-01-11 22:00:00,22.8,52.0,3.0,0.47,7.0,0.0,0,25,90,287
263,2024-01-11 23:00:00,30.4,70.0,4.0,0.39,6.0,0.0,0,25,90,262
264,2024-01-12 00:00:00,24.9,57.0,4.0,0.36,5.0,0.0,0,25,91,235
265,2024-01-12 01:00:00,20.4,47.0,2.0,0.34,4.0,0.0,0,24,92,239
266,2024-01-12 02:00:00,24.3,56.0,3.0,0.26,3.0,0.0,0,24,93,260
267,2024-01-12 03:00:00,21.1,48.0,3.0,0.19,2.0,0.0,0,24,92,263
268,2024-01-12 04:00:00,16.0,37.0,3.0,0.18,3.0,0.0,0,24,91,250
269,2024-01-12 05:00:00,17.6,40.0,2.0,0.25,4.0,0.0,0,23,91,254
270,2024-01-12 06:00:00,15.1,35.0,1.0,0.38,6.0,0.0,0,23,92,237
271,2024-01-12 07:00:00,15.1,34.0,1.0,0.5,9.0,0.0,0,24,88,250
272,2024-01-12 08:00:00,19.3,43.0,4.0,0.42,10.0,0.0,1,26,81,269
273,2024-01-12 09:00:00,19.1,42.0,15.0,0.2,6.0,0.0,1,29,71,243
274,2024-01-12 10:00:00,17.9,38.0,20.0,0.15,5.0,0.0,1,31,60,120
275,2024-01-12 11:00:00,17.8,36.0,25.0,0.15,4.0,0.0,1,32,60,99
276,2024-01-12 12:00:00,15.4,30.0,24.0,0.14,3.0,0.0,1,32,57,104
277,2024-01-12 13:00:00,11.8,23.0,22.0,0.16,8.0,0.0,1,32,59,108
278,2024-01-12 14:00:00,14.8,29.0,26.0,0.19,4.0,0.0,1,33,55,91
279,2024-01-12 15:00:00,15.1,30.0,26.0,,4.0,,1,33,58,98
280,2024-01-12 16:00:00,20.4,42.0,18.0,0.28,,0.0,1,31,62,121
281,2024-01-12 17:00:00,17.1,36.0,,0.28,9.0,0.0,1,30,67,131
282,2024-01-12 18:00:00,18.9,40.0,14.0,0.35,11.0,0.0,1,28,74,139
283,2024-01-12 19:00:00,18.0,39.0,15.0,0.3,12.0,0.0,1,28,76,154
284,2024-01-12 20:00:00,17.1,37.0,15.0,0.33,9.0,0.0,1,27,80,197
285,2024-01-12 21:00:00,19.6,44.0,7.0,0.43,8.0,0.0,0,26,87,249
286,2024-01-12 22:00:00,19.1,43.0,9.0,0.33,6.0,0.0,0,26,89,245
287,2024-01-12 23:00:00,15.8,36.0,9.0,0.32,5.0,0.0,0,26,89,271
288,2024-01-13 00:00:00,20.4,46.0,11.0,0.27,4.0,0.0,0,25,89,244
289,2024-01-13 01:00:00,24.1,54.0,10.0,0.23,3.0,0.0,1,25,89,239
290,2024-01-13 02:00:00,21.3,48.0,9.0,0.22,2.0,1.0,0,25,90,228
291,2024-01-13 03:00:00,16.1,37.0,7.0,0.25,2.0,0.0,0,25,92,234
292,2024-01-13 04:00:00,16.6,38.0,6.0,0.3,3.0,0.0,0,24,92,209
293,2024-01-13 05:00:00,16.6,38.0,6.0,0.34,6.0,1.0,0,24,92,284
294,2024-01-13 06:00:00,18.6,43.0,5.0,0.4,9.0,1.0,0,24,92,204
295,2024-01-13 07:00:00,15.0,33.0,4.0,0.56,9.0,1.0,0,24,92,232
296,2024-01-13 08:00:00,16.0,33.0,15.0,0.39,9.0,0.0,1,26,84,238
297,2024-01-13 09:00:00,25.4,53.0,33.0,0.23,6.0,0.0,2,28,73,223
298,2024-01-13 10:00:00,22.9,47.0,38.0,0.22,5.0,0.0,1,29,69,198
299,2024-01-13 11:00:00,20.8,43.0,40.0,0.25,6.0,1.0,1,30,63,147
